X.Item;Label;Bx;By;Width;Height;Area;Mean;Major;Minor;Feret;Area_exc;ThickR;Pred;pred_valid_Id_20170806_1703;Valid;esd;Major.micron;Minor.micron;Major.mm;Minor.mm;Area_ellipse_mm2;biovol.mm;g_carbon
1104;abr1_noronha_st01_300_d2_d2_1;20130;639;273;238;20826;150.5899963;224.8999939;117.9000015;283.7000122;20738;4.521999836;03_Copepod;03_copepod;03_copepod;1726.52936358236;2383.93993534;1249.7400159;2.38393993534;1.2497400159;2.33994077942039;1.94855674831134;0.0000502724420473055
1105;abr1_noronha_st01_300_d2_d2_1;18147;673;477;424;27214;221.0200043;356.2000122;97.30000305;630.2000122;26460;2.119999886;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1973.63676728317;3775.72012932;1031.38003233;3.77572012932;1.03138003233;3.05849937283962;2.10191733170527;0.0000691402877032532
1106;abr1_noronha_st01_300_d2_d2_1;18953;675;215;293;10317;176.1699982;137.1999969;95.80000305;323.3999939;10301;2.295000076;03_Copepod;03_copepod;03_copepod;1215.19997567961;1454.31996714;1015.48003233;1.45431996714;1.01548003233;1.1599018372907;0.78484002123383;0.0000218090858800971
1110;abr1_noronha_st01_300_d2_d2_1;21496;841;188;342;11034;187.5;391.2000122;35.90000153;373.8999939;11019;2.132999897;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1256.71710633313;4146.72012932;380.540016218;4.14672012932;0.380540016218;1.23935276106364;0.314256151247377;0.000023598161466008
1112;abr1_noronha_st01_300_d2_d2_1;23102;857;60;157;4861;181.9100037;131.1999969;47.20000076;162.6000061;4856;1.881000042;03_Copepod;03_copepod;03_copepod;834.130204136158;1390.71996714;500.320008056;1.39071996714;0.500320008056;0.546483988845833;0.182185508666061;0.0000089062185426731
1115;abr1_noronha_st01_300_d2_d2_1;15156;923;70;148;5357;144.9299927;126.3000031;54;148.5;5355;2.260999918;03_Copepod;03_copepod;03_copepod;875.652637408964;1338.78003286;572.4;1.33878003286;0.5724;0.601864506940412;0.229555062188;0.00000999032653878582
1117;abr1_noronha_st01_300_d2_d2_1;22519;952;162;120;8837;170.8500061;161.5;69.69999695;178.5;8825;1.876000047;03_Copepod;03_copepod;03_copepod;1124.66573661167;1711.9;738.81996767;1.7119;0.73881996767;0.99336052503565;0.489028351714116;0.0000181356614361384
1119;abr1_noronha_st01_300_d2_d2_1;18919;1001;643;435;42417;151.1499939;730.7999878;73.90000153;773.7999878;42319;2.223999977;06_Anfioxo;06_anfioxo;06_anfioxo;2464.00174745575;7746.47987068;783.340016218;7.74647987068;0.783340016218;4.76589632534;2.48761644800985;0.00011721096846322
1120;abr1_noronha_st01_300_d2_d2_1;22988;1032;140;170;8083;176.6699982;160.5;64.09999847;183.6000061;8072;2.388999939;03_Copepod;03_copepod;03_copepod;1075.61617950136;1701.3;679.459983782;1.7013;0.679459983782;0.907893000329927;0.411042821966059;0.0000162943652109016
1121;abr1_noronha_st01_300_d2_d2_1;20988;1049;63;86;3219;145.8899994;78.69999695;52.09999847;90.09999847;3216;1.957000017;05_Ostracoda;05_ostracoda;05_ostracoda;678.783888199316;834.21996767;552.259983782;0.83421996767;0.552259983782;0.361837886453553;0.133151520485279;0.00000545265345163144
1122;abr1_noronha_st01_300_d2_d2_1;16085;1096;181;273;8134;163.0599976;120.0999985;86.19999695;285.2999878;8119;3.095000029;03_Copepod;03_copepod;03_copepod;1079.00416461715;1273.0599841;913.71996767;1.2730599841;0.91371996767;0.913591108855935;0.556228831625652;0.0000164161348123592
1126;abr1_noronha_st01_300_d2_d2_1;23393;1205;114;166;4406;181.3099976;86;65.30000305;169.1000061;4402;2.788000107;03_Copepod;03_copepod;03_copepod;794.133072966753;911.6;692.18003233;0.9116;0.69218003233;0.495579421862267;0.228570852376183;0.00000792795134925963
1127;abr1_noronha_st01_300_d2_d2_1;15370;1221;59;255;6807;207.7200012;240.3000031;36.09999847;258.2999878;6804;1.902999997;02_Chaetognatha;02_chaetognatha;02_chaetognatha;987.0721809705;2547.18003286;382.659983782;2.54718003286;0.382659983782;0.765530629404684;0.195192954121402;0.0000133012253647399
1130;abr1_noronha_st01_300_d2_d2_1;23732;1274;234;392;23863;172.6100006;233.6000061;130.1000061;392.1000061;23696;3.625999928;03_Copepod;03_copepod;03_copepod;1848.13442861769;2476.16006466;1379.06006466;2.47616006466;1.37906006466;2.68195680302155;2.46446966666348;0.0000591335303779025
1132;abr1_noronha_st01_300_d2_d2_1;15059;1317;68;97;3389;158.9700012;95.19999695;45.29999924;98.5;3255;1.924000025;03_Copepod;03_copepod;03_copepod;696.477067628565;1009.11996767;480.179991944;1.00911996767;0.480179991944;0.380571919832336;0.121766918983555;0.00000579023130854074
1133;abr1_noronha_st01_300_d2_d2_1;19698;1320;111;87;4503;168.5399933;118.0999985;48.59999847;131;4490;2.654999971;03_Copepod;03_copepod;03_copepod;802.827074843587;1251.8599841;515.159983782;1.2518599841;0.515159983782;0.506509691576092;0.173867494880717;0.00000813646246504791
1139;abr1_noronha_st01_300_d2_d2_1;22174;1428;59;159;6053;151.1399994;150.3000031;51.29999924;159.5;6048;1.919999957;03_Copepod;03_copepod;03_copepod;930.79999835769;1593.18003286;543.779991944;1.59318003286;0.543779991944;0.680421393614627;0.246541310626564;0.0000115606423034812
1140;abr1_noronha_st01_300_d2_d2_1;20608;1452;191;190;11307;152.8800049;173;83.19999695;202.3000031;11300;2.450999975;03_Copepod;03_copepod;03_copepod;1272.1687786115;1833.8;881.91996767;1.8338;0.88191996767;1.27019683248186;0.746429366479173;0.000024298681676536
1142;abr1_noronha_st01_300_d2_d2_1;21815;1527;89;118;5362;176.7700043;116.5;58.59999847;132.1999969;5345;2.492000103;03_Copepod;03_copepod;03_copepod;876.061190894268;1234.9;621.159983782;1.2349;0.621159983782;0.602455733600345;0.249354452942788;0.0000100020059900138
1144;abr1_noronha_st01_300_d2_d2_1;21538;1617;210;113;8317;187.1300049;199.6999969;53;221;8299;2.279999971;12_Euphausiacea;03_copepod;03_copepod;1091.07445436512;2116.81996714;561.8;2.11681996714;0.5618;0.934018631809472;0.349643767171839;0.0000168538561777392
1149;abr1_noronha_st01_300_d2_d2_1;20744;1718;86;169;6694;157.2299957;165.1000061;51.59999847;175.6999969;6679;1.667000055;03_Copepod;03_copepod;03_copepod;978.844919175749;1750.06006466;546.959983782;1.75006006466;0.546959983782;0.751793194408726;0.273994888095424;0.000013017670525514
1150;abr1_noronha_st01_300_d2_d2_1;18114;1725;171;420;15140;211.9499969;289.6000061;66.59999847;438.1000061;15083;1.848999977;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1472.0886846727;3069.76006466;705.959983782;3.06976006466;0.705959983782;1.70205816684147;0.800650535663251;0.0000344219702355302
1154;abr1_noronha_st01_300_d2_d2_1;23749;1806;224;792;41668;162.8300018;616.2000122;86.09999847;798;41461;3.387000084;12_Euphausiacea;12_euphausiacea;12_euphausiacea;2442.15016466056;6531.72012932;912.659983782;6.53172012932;0.912659983782;4.68194662343268;2.84723939178147;0.000114758186528391
1155;abr1_noronha_st01_300_d2_d2_1;16042;1859;96;69;4532;136.8500061;88.90000153;64.90000153;98;4527;1.932000041;22_Foraminifero;10_mol_gast;10_mol_gast;805.408089779835;942.340016218;687.940016218;0.942340016218;0.687940016218;0.509152742483131;0.233392650473232;0.00000818701178184684
1156;abr1_noronha_st01_300_d2_d2_1;20226;1863;55;64;2505;158.9799957;64.80000305;49.29999924;68.40000153;2501;2.34100008;05_Ostracoda;05_ostracoda;05_ostracoda;598.790500671368;686.88003233;522.579991944;0.68688003233;0.522579991944;0.281918483639438;0.0981668476223722;0.00000405156878828404
1159;abr1_noronha_st01_300_d2_d2_1;19828;1955;274;175;8526;164.2799988;131;82.80000305;279.1000061;8504;4.629000187;03_Copepod;03_copepod;03_copepod;1104.69833908727;1388.6;877.68003233;1.3886;0.87768003233;0.957201257165588;0.559793684739038;0.0000173528203718467
1161;abr1_noronha_st01_300_d2_d2_1;20892;1970;229;216;13358;157.6799927;159.1000061;106.9000015;237.1999969;13194;3.936000109;03_Copepod;03_copepod;03_copepod;1382.74391658524;1686.46006466;1133.1400159;1.68646006466;1.1331400159;1.50089226523438;1.13323926145429;0.0000296368552901807
1162;abr1_noronha_st01_300_d2_d2_1;21728;2017;218;108;8218;178.1699982;165.3999939;63.29999924;219.5;8159;3.838000059;03_Copepod;03_copepod;03_copepod;1084.56130436686;1753.23993534;670.979991944;1.75323993534;0.670979991944;0.923933695395099;0.413084493209449;0.0000166375261244143
1163;abr1_noronha_st01_300_d2_d2_1;22381;2058;75;123;4450;169.8099976;114.3000031;49.59999847;123.3000031;4445;1.996999979;03_Copepod;03_copepod;03_copepod;798.088480639795;1211.58003286;525.759983782;1.21158003286;0.525759983782;0.500298864468246;0.175269182838376;0.00000801787565683334
1164;abr1_noronha_st01_300_d2_d2_1;21378;2097;80;79;4841;217.2700043;79.59999847;77.40000153;81.40000153;4841;1.498000026;23_Desova;13_fish_egg;13_fish_egg;832.412471250277;843.759983782;820.440016218;0.843759983782;0.820440016218;0.543695377386503;0.297228870695061;0.00000885216302878192
1167;abr1_noronha_st01_300_d2_d2_1;14907;2177;148;80;5876;158.7799988;130.8999939;57.20000076;157.8999939;5869;2.779999971;03_Copepod;03_copepod;03_copepod;917.089942035916;1387.53993534;606.320008056;1.38753993534;0.606320008056;0.660750153615722;0.266948625423539;0.000011164018461576
1168;abr1_noronha_st01_300_d2_d2_1;20257;2201;111;182;6342;170.9799957;136.1000061;59.29999924;182.1000061;6342;2.763999939;03_Copepod;12_euphausiacea;12_euphausiacea;952.76140402182;1442.66006466;628.579991944;1.44266006466;0.628579991944;0.712220458099686;0.298307047544121;0.0000122063938907584
1170;abr1_noronha_st01_300_d2_d2_1;23537;2232;64;77;3633;155.9799957;77.40000153;59.79999924;78.30000305;3632;1.636999965;22_Foraminifero;22_foraminifero;22_foraminifero;721.113682213255;820.440016218;633.879991944;0.820440016218;0.633879991944;0.408454570093466;0.172519948444215;0.00000629850190954181
1171;abr1_noronha_st01_300_d2_d2_1;22014;2239;148;146;6737;175.5700073;145.3999939;59;169;6731;2.302999973;03_Copepod;03_copepod;03_copepod;981.98377144866;1541.23993534;625.4;1.54123993534;0.6254;0.757038578912602;0.315474604867983;0.0000131258254762597
1176;abr1_noronha_st01_300_d2_d2_1;19568;2310;241;389;12083;178.0800018;136.5;112.6999969;406.2000122;12064;2.719000101;03_Copepod;03_copepod;03_copepod;1315.09893067108;1446.9;1194.61996714;1.4469;1.19461996714;1.35755729359977;1.08062858913711;0.0000263001612107907
1178;abr1_noronha_st01_300_d2_d2_1;14926;2363;112;98;2867;188.3800049;82.69999695;44.09999847;116.1999969;2866;2.697999954;03_Copepod;03_copepod;03_copepod;640.596974763722;876.61996767;467.459983782;0.87661996767;0.467459983782;0.321844194648566;0.100248673757655;0.00000474323399979379
1180;abr1_noronha_st01_300_d2_d2_1;15182;2373;140;214;9295;154.3899994;174.3999939;67.90000153;221;9280;2.213999987;03_Copepod;03_copepod;03_copepod;1153.44192756063;1848.63993534;719.740016218;1.84863993534;0.719740016218;1.04500377996005;0.501166492769287;0.0000192631118535592
1181;abr1_noronha_st01_300_d2_d2_1;20458;2381;151;92;5649;168.75;136;52.90000153;151.6000061;5638;2.154999971;03_Copepod;03_copepod;03_copepod;899.201089148648;1441.6;560.740016218;1.4416;0.560740016218;0.634886664274954;0.237217252246913;0.0000106459562032881
1182;abr1_noronha_st01_300_d2_d2_1;17599;2421;90;98;5579;164.2299957;100.8000031;70.40000153;114.4000015;5575;2.390000105;18_Amphipoda;18_amphipoda;18_amphipoda;893.612463917547;1068.48003286;746.240016218;1.06848003286;0.746240016218;0.626231379905739;0.311388002881935;0.000010473470993753
1186;abr1_noronha_st01_300_d2_d2_1;16265;2565;131;161;5685;170.9299927;94;77;162.6000061;5638;2.051000118;03_Copepod;03_copepod;03_copepod;902.061757316393;996.4;816.2;0.9964;0.8162;0.638734229833523;0.347380389216373;0.0000107227756214999
1190;abr1_noronha_st01_300_d2_d2_1;21217;2613;111;176;12176;141.8699951;186;83.40000153;184.6999969;12170;1.595999956;05_Ostracoda;05_ostracoda;05_ostracoda;1320.15023271697;1971.6;884.040016218;1.9716;0.884040016218;1.36892802550988;0.806382427040459;0.0000265625107351443
1192;abr1_noronha_st01_300_d2_d2_1;22525;2649;139;86;5565;182.2200012;125.0999985;56.59999847;143.1999969;5562;1.687999964;03_Copepod;03_copepod;03_copepod;892.490539477772;1326.0599841;599.959983782;1.3260599841;0.599959983782;0.624849369346346;0.249796377983101;0.0000104459716065421
1195;abr1_noronha_st01_300_d2_d2_1;17455;2676;182;181;7807;170.6499939;139.6999969;71.19999695;185.6000061;7766;2.736000061;03_Copepod;03_copepod;03_copepod;1057.09282866153;1480.81996714;754.71996767;1.48081996714;0.75471996767;0.87776444137812;0.441420339074201;0.0000156529425632836
1196;abr1_noronha_st01_300_d2_d2_1;20246;2733;80;84;3118;195.2299957;98.80000305;40.20000076;106.1999969;3106;2.032000065;03_Copepod;03_copepod;03_copepod;668.050190722853;1047.28003233;426.120008056;1.04728003233;0.426120008056;0.350497263188737;0.0995187870353584;0.00000524989844612726
1198;abr1_noronha_st01_300_d2_d2_1;24089;2767;69;701;22538;197.9499969;695.5;41.29999924;701.9000244;22537;2.059999943;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1796.09260255218;7372.3;437.779991944;7.3723;0.437779991944;2.53482971680719;0.739423442363156;0.0000552936490045615
1200;abr1_noronha_st01_300_d2_d2_1;15989;2814;54;67;2416;154.6199951;71.5;43;72.19999695;2415;2.010999918;05_Ostracoda;05_ostracoda;05_ostracoda;588.057105420612;757.9;455.8;0.7579;0.4558;0.271316439572143;0.0824022264989733;0.00000387090721463677
1208;abr1_noronha_st01_300_d2_d2_1;22222;2915;185;271;10402;176.8099976;134;98.80000305;283.1000061;10363;1.934000015;03_Copepod;03_copepod;03_copepod;1220.1956196932;1420.4;1047.28003233;1.4204;1.04728003233;1.1683241885414;0.815294866571414;0.0000219976657943394
1210;abr1_noronha_st01_300_d2_d2_1;17139;2985;100;151;6798;182.1499939;132.8000031;65.19999695;166.8999939;6776;3.612999916;03_Copepod;03_copepod;03_copepod;986.419427335149;1407.68003286;691.11996767;1.40768003286;0.69111996767;0.76409484988331;0.351875662187352;0.0000132715438289068
1214;abr1_noronha_st01_300_d2_d2_1;19183;3010;147;134;6643;165.1600037;161.6999969;52.29999924;183.6999969;6620;2.625;03_Copepod;03_copepod;03_copepod;975.108996030765;1714.01996714;554.379991944;1.71401996714;0.554379991944;0.746299767003055;0.275682608990714;0.0000129045547809052
1216;abr1_noronha_st01_300_d2_d2_1;21469;3047;204;165;12158;170.1399994;156.6999969;98.80000305;204.3000031;12109;2.947999954;04_Decapoda_outros;04_decaposa_brac_zoea;04_decaposa_brac_zoea;1319.17407088654;1661.01996714;1047.28003233;1.66101996714;1.04728003233;1.36624176658681;0.953408231823332;0.0000265004949381571
1218;abr1_noronha_st01_300_d2_d2_1;18037;3051;35;33;893;172.5800018;34;33.5;35.59999847;893;2;16_Outfoccus;23_ovo_invert;23_ovo_invert;357.517056739777;360.4;355.1;0.3604;0.3551;0.100513717571205;0.0237828843820933;0.00000118747463374263
1219;abr1_noronha_st01_300_d2_d2_1;18574;3065;251;233;16631;145.4900055;192.8000031;109.9000015;269.1000061;16587;3.884000063;03_Copepod;03_copepod;03_copepod;1542.87314081956;2043.68003286;1164.9400159;2.04368003286;1.1649400159;1.8698481835715;1.45143779147892;0.0000384968986837677
1222;abr1_noronha_st01_300_d2_d2_1;21103;3114;121;203;11265;191.6600037;177.6000061;80.80000305;203;11106;3.339999914;04_Decapoda_outros;03_copepod;03_copepod;1269.80383659819;1882.56006466;856.48003233;1.88256006466;0.85648003233;1.26635644620867;0.722706106296622;0.000024211282227539
1223;abr1_noronha_st01_300_d2_d2_1;22719;3154;118;97;4263;180.7400055;106;51.20000076;125.5999985;4253;2.316999912;03_Copepod;03_copepod;03_copepod;781.139686734122;1123.6;542.720008056;1.1236;0.542720008056;0.478935957945417;0.173197569647642;0.00000761213269730966
1225;abr1_noronha_st01_300_d2_d2_1;20324;3194;228;186;9584;171.4499969;134.8000031;90.5;248.3000031;9565;2.951999903;03_Copepod;03_copepod;03_copepod;1171.2360719794;1428.88003286;959.3;1.42888003286;0.9593;1.07656459555512;0.688149904721067;0.0000199573972689382
1227;abr1_noronha_st01_300_d2_d2_1;22053;3295;358;340;28523;191.6100006;227;160;491.6000061;26657;6.241000175;03_Copepod;03_copepod;03_copepod;2020.54551503893;2406.2;1696;2.4062;1.696;3.20514330306073;3.62211150711467;0.0000731029089490521
1228;abr1_noronha_st01_300_d2_d2_1;17468;3307;218;258;20294;141.0800018;298.2999878;86.59999847;310.5;20279;2.15899992;13_Fish_larvae;13_fish_larvae;13_fish_larvae;1704.33461622899;3161.97987068;917.959983782;3.16197987068;0.917959983782;2.27967392531165;1.39439237028277;0.0000487354232697478
1230;abr1_noronha_st01_300_d2_d2_1;16506;3321;135;140;10919;141.2299957;159.3000031;87.30000305;163.3999939;10912;2.160000086;03_Copepod;03_copepod;03_copepod;1250.15099215443;1688.58003286;925.38003233;1.68858003286;0.92538003233;1.22724608410179;0.756728856792179;0.0000233240981808695
1231;abr1_noronha_st01_300_d2_d2_1;15405;3384;91;64;4126;135.3699951;90.59999847;58;93.59999847;4124;1.49000001;05_Ostracoda;22_foraminifero;22_foraminifero;768.485449016648;960.359983782;614.8;0.960359983782;0.6148;0.463722101996121;0.189967877739069;0.00000732525872515742
1232;abr1_noronha_st01_300_d2_d2_1;18000;3442;107;108;4480;160.5899963;91.59999847;62.29999924;126.8000031;4468;1.878000021;03_Copepod;03_copepod;03_copepod;800.774147727554;970.959983782;660.379991944;0.970959983782;0.660379991944;0.503599302204579;0.221598870590675;0.00000808085815938064
1236;abr1_noronha_st01_300_d2_d2_1;14398;3576;674;312;25264;197.5800018;718.9000244;44.70000076;722.5999756;25259;3.09800005;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1901.61280526465;7620.34025864;473.820008056;7.62034025864;0.473820008056;2.83581333745748;0.895322611638427;0.0000631920702918295
1237;abr1_noronha_st01_300_d2_d2_1;15256;3615;98;106;7548;140.3000031;110.8000031;86.80000305;111.5999985;7548;2.058000088;22_Foraminifero;22_foraminifero;22_foraminifero;1039.41021983409;1174.48003286;920.08003233;1.17448003286;0.92008003233;0.848713528473968;0.520325663746875;0.0000150384103099991
1238;abr1_noronha_st01_300_d2_d2_1;17046;3630;456;224;18767;220.5399933;289.2000122;82.59999847;463;18757;1.898000002;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1638.96041308776;3065.52012932;875.559983782;3.06552012932;0.875559983782;2.10804539162275;1.22985632494961;0.0000444010603345337
1239;abr1_noronha_st01_300_d2_d2_1;23628;3725;226;211;16232;164.6000061;210;98.40000153;245.5;15748;2.177000046;03_Copepod;03_copepod;03_copepod;1524.25298400091;2226;1043.040016218;2.226;1.043040016218;1.82354301333314;1.26737605792981;0.000037365108307892
1240;abr1_noronha_st01_300_d2_d2_1;23178;3743;156;163;6915;178.4499969;142;62;172.8000031;6902;2.176000118;03_Copepod;03_copepod;03_copepod;994.87181903285;1505.2;657.2;1.5052;0.6572;0.776929560576726;0.340226170487253;0.0000135372468993038
1242;abr1_noronha_st01_300_d2_d2_1;21022;3775;225;127;13508;157.75;226;76.09999847;250.5;13497;2.178999901;03_Copepod;12_euphausiacea;12_euphausiacea;1390.48581529902;2395.6;806.659983782;2.3956;0.806659983782;1.51773063060974;0.815781267812002;0.00003003294240978
1245;abr1_noronha_st01_300_d2_d2_1;20775;3901;223;209;12400;167.6799927;156.6999969;100.8000031;281.6000061;12127;3.878000021;03_Copepod;03_copepod;03_copepod;1332.23819143805;1661.01996714;1068.48003286;1.66101996714;1.06848003286;1.39389848234726;0.992398438584546;0.0000271400881708199
1248;abr1_noronha_st01_300_d2_d2_1;15471;3968;249;197;22235;137.7100067;222.8000031;127.0999985;296.3999939;22211;3.190999985;03_Copepod;03_copepod;03_copepod;1783.97844949995;2361.68003286;1347.2599841;2.36168003286;1.3472599841;2.49897752286831;2.24337707172808;0.0000543642483458427
1249;abr1_noronha_st01_300_d2_d2_1;20105;3971;70;148;6155;154.7299957;127.9000015;61.29999924;148.1000061;6154;1.996000051;05_Ostracoda;05_ostracoda;05_ostracoda;938.609759300838;1355.7400159;649.779991944;1.3557400159;0.649779991944;0.691882953409915;0.299562524133655;0.0000117927480988955
1255;abr1_noronha_st01_300_d2_d2_1;17374;4090;246;112;7212;185.6900024;179.3999939;51.20000076;251.6000061;7206;3.094000101;12_Euphausiacea;03_copepod;03_copepod;1016.01213694541;1901.63993534;542.720008056;1.90163993534;0.542720008056;0.810576489942438;0.293128706964922;0.0000142377399146189
1256;abr1_noronha_st01_300_d2_d2_1;22394;4096;143;191;7480;200.5899963;123.1999969;77.30000305;191.8999939;7221;3.410000086;03_Copepod;03_copepod;03_copepod;1034.71759893902;1305.91996714;819.38003233;1.30591996714;0.81938003233;0.840411177394069;0.458844692445769;0.0000148635126477629
1257;abr1_noronha_st01_300_d2_d2_1;23988;4122;92;673;34844;175.2700043;706.0999756;62.79999924;674.0999756;34811;1.850999951;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2233.23815622526;7484.65974136;665.679991944;7.48465974136;0.665679991944;3.91315857014829;1.7357271909356;0.0000927008792079165
1258;abr1_noronha_st01_300_d2_d2_1;16301;4149;88;57;2585;173.5;89;37;97.59999847;2585;3.904999971;03_Copepod;03_copepod;03_copepod;608.276881305882;943.4;392.2;0.9434;0.3922;0.290598482846338;0.0759432971053067;0.00000420044467701805
1261;abr1_noronha_st01_300_d2_d2_1;17867;4175;636;353;24547;202.6000061;719.2000122;43.5;701.2000122;24496;2.39199996;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1874.43440981217;7623.52012932;461.1;7.62352012932;0.4611;2.76083565434706;0.848250635108371;0.0000612088826676047
1266;abr1_noronha_st01_300_d2_d2_1;23541;4292;153;171;9117;173.1600037;142.6000061;81.40000153;192;9110;6.05700016;03_Copepod;03_copepod;03_copepod;1142.34428756727;1511.56006466;862.840016218;1.51156006466;0.862840016218;1.02434338934784;0.588930930133317;0.0000188107632965652
1268;abr1_noronha_st01_300_d2_d2_1;14814;4405;573;63;14495;218.6000061;575.0999756;32.09999847;573.7999878;14488;1.583999991;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1440.39016299614;6096.05974136;340.259983782;6.09605974136;0.340259983782;1.62910836166395;0.369359578604915;0.0000326735752493615
1269;abr1_noronha_st01_300_d2_d2_1;17493;4416;56;71;2041;147.9900055;65.09999847;39.90000153;79.80000305;2041;2.088999987;05_Ostracoda;03_copepod;03_copepod;540.496068440835;690.059983782;422.940016218;0.690059983782;0.422940016218;0.229221580447266;0.0645985539767688;0.00000316723464616776
1270;abr1_noronha_st01_300_d2_d2_1;16462;4466;161;68;6363;150.25;154.3000031;52.5;161.6999969;6362;1.99000001;03_Copepod;03_copepod;03_copepod;954.337519911498;1635.58003286;556.5;1.63558003286;0.5565;0.714869634744116;0.265082180959145;0.000012260442446959
1271;abr1_noronha_st01_300_d2_d2_1;19490;4561;157;265;9093;153.3399963;114.6999969;100.9000015;275.1000061;9090;1.748999953;03_Copepod;03_copepod;03_copepod;1140.83971755304;1215.81996714;1069.5400159;1.21581996714;1.0695400159;1.02130672296778;0.727849763180255;0.0000187444222272179
1272;abr1_noronha_st01_300_d2_d2_1;22621;4561;303;267;32391;162.3500061;297.1000061;138.8000031;354.2999878;31566;2.726000071;12_Euphausiacea;04_decapoda_outros;04_decapoda_outros;2153.19426762662;3149.26006466;1471.28003286;3.14926006466;1.47128003286;3.63909797694936;3.56761191617568;0.0000850273711761708
1273;abr1_noronha_st01_300_d2_d2_1;16902;4586;275;519;21441;193.4299927;259.3999939;105.3000031;523.5999756;21423;3.500999928;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1751.83643770148;2749.63993534;1116.18003286;2.74963993534;1.11618003286;2.41046015737702;1.79276235001942;0.000052080499481007
1274;abr1_noronha_st01_300_d2_d2_1;18777;4586;71;113;6046;143.7599945;119.5;64.40000153;118.3000031;6046;1.319000006;05_Ostracoda;05_ostracoda;05_ostracoda;930.261630207837;1266.7;682.640016218;1.2667;0.682640016218;0.679133877139514;0.30891262230266;0.0000115346152117024
1280;abr1_noronha_st01_300_d2_d2_1;18963;4663;420;548;34283;165.1699982;703;62.09999847;663.2000122;34226;2.039999962;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2215.18726617047;7451.8;658.259983782;7.4518;0.658259983782;3.85255215126625;1.68979685490884;0.0000909948760611573
1283;abr1_noronha_st01_300_d2_d2_1;21940;4705;150;208;6346;176.1000061;103.0999985;78.40000153;219.5;6336;2.618999958;03_Copepod;03_copepod;03_copepod;953.061817525746;1092.8599841;831.040016218;1.0928599841;0.831040016218;0.713306763574782;0.394990631263335;0.000012228552105321
1287;abr1_noronha_st01_300_d2_d2_1;23334;4792;132;167;7455;178.2100067;147.3999939;64.40000153;179.6999969;7439;3.187000036;03_Copepod;03_copepod;03_copepod;1032.98701134385;1562.43993534;682.640016218;1.56243993534;0.682640016218;0.837693132616299;0.38103530245226;0.000014806325342496
1288;abr1_noronha_st01_300_d2_d2_1;16002;4798;323;272;21045;154.9700012;249.3999939;107.5;327.5;21011;2.546999931;03_Copepod;03_copepod;03_copepod;1735.58345702698;2643.63993534;1139.5;2.64363993534;1.1395;2.36595518791126;1.79642611767398;0.0000509382410033305
1289;abr1_noronha_st01_300_d2_d2_1;14816;4872;149;95;6713;157.0099945;143.3000031;59.59999847;151.3999939;6695;1.779999971;03_Copepod;03_copepod;03_copepod;980.233093298452;1518.98003286;631.759983782;1.51898003286;0.631759983782;0.753692268585972;0.317274150863161;0.0000130568111645503
1295;abr1_noronha_st01_300_d2_d2_1;19094;4975;70;113;4075;160.5200043;106.0999985;48.90000153;121.0999985;4070;2.917999983;03_Copepod;03_copepod;03_copepod;763.721195001335;1124.6599841;518.340016218;1.1246599841;0.518340016218;0.45785278725331;0.158135405539894;0.00000721506034233468
1296;abr1_noronha_st01_300_d2_d2_1;16485;4992;66;116;3613;185.5399933;114;40.40000153;116.9000015;3608;2.020999908;03_Copepod;03_copepod;03_copepod;719.126044248102;1208.4;428.240016218;1.2084;0.428240016218;0.406431953623832;0.115974793508478;0.00000626140400494494
1297;abr1_noronha_st01_300_d2_d2_1;22807;5001;248;171;16608;158.3000031;222.3999939;95.09999847;252;16524;2.134000063;03_Copepod;03_copepod;03_copepod;1541.80590614685;2357.43993534;1008.059983782;2.35743993534;1.008059983782;1.86645228921176;1.25369468411556;0.0000384137135810754
1298;abr1_noronha_st01_300_d2_d2_1;14586;5018;113;131;6194;176.9499969;131.8999939;59.79999924;156.6999969;6190;2.262000084;03_Copepod;03_copepod;03_copepod;941.578725766086;1398.13993534;633.879991944;1.39813993534;0.633879991944;0.69606142427366;0.293997153715823;0.0000118775480150066
1299;abr1_noronha_st01_300_d2_d2_1;17265;5030;151;128;6623;165.9499969;122.8000031;68.69999695;154.1999969;6623;2;03_Copepod;03_copepod;03_copepod;973.64001508817;1301.68003286;728.21996767;1.30168003286;0.72821996767;0.744486295108876;0.361249959278946;0.0000128672480514447
1300;abr1_noronha_st01_300_d2_d2_1;20664;5040;100;78;3265;190.4499969;91.69999695;45.29999924;100.3000031;3264;1.963999987;03_Copepod;03_copepod;03_copepod;683.616646773046;972.01996767;480.179991944;0.97201996767;0.480179991944;0.366580304684357;0.1172901938775;0.00000553780237904409
